('Total Revenue', '261,802,000.00', '245,122,000.00', '211,915,000.00', '198,270,000.00', '168,088,000.00')
         756048 function calls (735462 primitive calls) in 2.294 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        6    0.000    0.000    0.000    0.000 feedparser.py:216(_parsegen)
        1    0.000    0.000    0.000    0.000 _meta.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _internal_utils.py:1(<module>)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
      136    0.000    0.000    0.000    0.000 css_parser.py:359(__init__)
       24    0.000    0.000    0.000    0.000 {method 'decode' of 'bytearray' objects}
      273    0.000    0.000    0.000    0.000 css_parser.py:334(match)
       34    0.000    0.000    0.000    0.000 ipaddress.py:2238(__init__)
        1    0.000    0.000    0.000    0.000 certs.py:1(<module>)
      412    0.000    0.000    0.000    0.000 _parser.py:265(getwhile)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
      906    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 weakref.py:585(__call__)
       66    0.000    0.000    0.000    0.000 functools.py:35(update_wrapper)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1170(_close_pool_connections)
        2    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
     2277    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
      825    0.000    0.000    0.000    0.000 element.py:1543(get)
        3    0.000    0.000    0.000    0.000 request.py:2542(proxy_bypass_environment)
       24    0.000    0.000    0.000    0.000 typing.py:1458(copy_with)
     2778    0.000    0.000    0.000    0.000 _markupbase.py:36(getpos)
        2    0.000    0.000    0.000    0.000 utils.py:204(get_netrc_auth)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
      480    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
       17    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
      353    0.000    0.000    0.000    0.000 enum.py:850(__setattr__)
       54    0.000    0.000    0.000    0.000 typing.py:1147(__init__)
      160    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:699(_validate_timestamp_pyc)
      254    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:79(__init__)
      595    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1222(__enter__)
        2    0.000    0.000    0.000    0.000 client.py:1320(endheaders)
      188    0.000    0.000    0.000    0.000 _parser.py:231(__init__)
        2    0.000    0.000    0.000    0.000 client.py:1082(_send_output)
  208/174    0.000    0.000    0.000    0.000 _compiler.py:436(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 request.py:935(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1246(CookieJar)
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:500(close)
        1    0.000    0.000    0.000    0.000 connection.py:320(close)
     1059    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        2    0.000    0.000    0.000    0.000 adapters.py:446(get_connection_with_tls_context)
       48    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
        2    0.000    0.000    0.000    0.000 client.py:1027(send)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sessions.py:750(merge_environment_settings)
        1    0.000    0.000    0.000    0.000 client.py:1013(close)
        2    0.000    0.000    0.000    0.000 adapters.py:359(build_response)
        6    0.000    0.000    0.000    0.000 typing.py:740(Optional)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1569(_IPv4Constants)
      335    0.000    0.000    0.000    0.000 <frozen os>:703(__iter__)
        2    0.000    0.000    0.000    0.000 ssl.py:1200(sendall)
      210    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 models.py:351(prepare)
     1415    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:1309(_real_close)
      174    0.000    0.000    0.000    0.000 _parser.py:86(opengroup)
      254    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:74(__new__)
      193    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1128(find_spec)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1502(__init__)
      376    0.000    0.000    0.000    0.000 _compiler.py:570(isstring)
      210    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:445(cb)
       17    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       69    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
        1    0.000    0.000    0.000    0.000 idnadata.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ssl.py:1173(send)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.000    0.000 _meta.py:8(PackageMetadata)
       74    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
     2523    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
  557/539    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
       20    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
      188    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
       43    0.000    0.000    0.000    0.000 enum.py:390(__setitem__)
        2    0.000    0.000    0.000    0.000 poolmanager.py:276(connection_from_host)
       10    0.000    0.000    0.000    0.000 structures.py:40(__init__)
       12    0.000    0.000    0.000    0.000 enum.py:1414(_missing_)
      640    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
      338    0.000    0.000    0.000    0.000 <frozen os>:766(decode)
      375    0.000    0.000    0.000    0.000 typing.py:1134(_is_dunder)
        1    0.000    0.000    0.000    0.000 typing.py:2815(NamedTuple)
        6    0.000    0.000    0.000    0.000 cookies.py:124(extract_cookies_to_jar)
        1    0.000    0.000    0.000    0.000 socks.py:1(<module>)
       13    0.000    0.000    0.000    0.000 <frozen _collections_abc>:974(update)
      414    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:645(parent)
        2    0.000    0.000    0.000    0.000 poolmanager.py:305(connection_from_context)
     1754    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _text.py:1(<module>)
       50    0.000    0.000    0.000    0.000 ipaddress.py:1920(__init__)
      210    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
      731    0.000    0.000    0.000    0.000 _parser.py:83(groups)
      719    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        7    0.000    0.000    0.000    0.000 typing.py:1822(__new__)
     1478    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
      490    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 response.py:916(read)
      318    0.000    0.000    0.000    0.000 enum.py:79(_is_private)
        1    0.000    0.000    0.000    0.000 csv.py:1(<module>)
      254    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
      437    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
      438    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
      595    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1226(__exit__)
      440    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
       49    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
      439    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
        3    0.000    0.000    0.000    0.000 url.py:367(parse_url)
      502    0.000    0.000    0.000    0.000 {built-in method from_bytes}
       10    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
        2    0.000    0.000    0.000    0.000 feedparser.py:469(_parse_headers)
       25    0.000    0.000    0.000    0.000 parse.py:374(urlparse)
      189    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
       58    0.000    0.000    0.000    0.000 typing.py:262(_collect_parameters)
     1670    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 element.py:115(ContentMetaAttributeValue)
        2    0.000    0.000    0.000    0.000 poolmanager.py:330(connection_from_pool_key)
       40    0.000    0.000    0.000    0.000 response.py:1133(_update_chunk_length)
        1    0.000    0.000    0.000    0.000 datetime.py:1(<module>)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
      299    0.000    0.000    0.000    0.000 enum.py:38(_is_descriptor)
      296    0.000    0.000    0.000    0.000 {method '_checkReadable' of '_io._IOBase' objects}
        2    0.000    0.000    0.000    0.000 response.py:864(_raw_read)
        1    0.000    0.000    0.000    0.000 __init__.py:496(DetectsXMLParsedAsHTML)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
       10    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
        1    0.000    0.000    0.000    0.000 __init__.py:199(split)
       73    0.000    0.000    0.000    0.000 _parser.py:274(getuntil)
        1    0.000    0.000    0.000    0.000 models.py:409(prepare_url)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1567(__init__)
        1    0.000    0.000    0.000    0.000 poolmanager.py:229(_new_pool)
       26    0.000    0.000    0.000    0.000 typing.py:345(_remove_dups_flatten)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
       50    0.000    0.000    0.000    0.000 typing.py:1454(<genexpr>)
       10    0.000    0.000    0.000    0.000 url.py:227(_encode_invalid_chars)
    71/40    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1651(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
        6    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
      347    0.000    0.000    0.000    0.000 enum.py:48(_is_dunder)
        1    0.000    0.000    0.000    0.000 connectionpool.py:980(__init__)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
    71/40    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        4    0.000    0.000    0.000    0.000 feedparser.py:100(push)
      254    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
     1059    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
      193    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        1    0.000    0.000    0.000    0.000 connectionpool.py:175(__init__)
      270    0.000    0.000    0.000    0.000 types.py:192(__init__)
      189    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1680(extract_cookies)
        1    0.000    0.000    0.000    0.000 connection.py:114(_has_ipv6)
        1    0.000    0.000    0.000    0.000 __init__.py:60(Sectioned)
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
        2    0.000    0.000    0.000    0.000 connectionpool.py:256(_get_conn)
        1    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
      222    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       10    0.000    0.000    0.000    0.000 connection.py:355(putheader)
        2    0.000    0.000    0.000    0.000 connection.py:335(putrequest)
       55    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        1    0.000    0.000    0.000    0.000 element.py:1987(find)
        7    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
        1    0.000    0.000    0.000    0.000 sessions.py:390(__init__)
      161    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        2    0.000    0.000    0.000    0.000 socket.py:496(_real_close)
        8    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
      425    0.000    0.000    0.000    0.000 typing.py:935(__eq__)
      514    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
      336    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      160    0.000    0.000    0.000    0.000 enum.py:202(__get__)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x7b414c2ff880}
        1    0.000    0.000    0.000    0.000 __init__.py:179(sub)
      952    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        2    0.000    0.000    0.000    0.000 client.py:1136(putrequest)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        2    0.000    0.000    0.000    0.000 response.py:807(_fp_read)
        2    0.000    0.000    0.000    0.000 response.py:577(__init__)
      318    0.000    0.000    0.000    0.000 enum.py:59(_is_sunder)
      188    0.000    0.000    0.000    0.000 _parser.py:953(fix_flags)
      159    0.000    0.000    0.000    0.000 typing.py:1246(<genexpr>)
        2    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1599(make_cookies)
        2    0.000    0.000    0.000    0.000 client.py:463(read)
       26    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
  139/137    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 models.py:610(prepare_cookies)
       16    0.000    0.000    0.000    0.000 message.py:494(get)
        1    0.000    0.000    0.000    0.000 _adapters.py:19(Message)
        2    0.000    0.000    0.000    0.000 functools.py:904(wrapper)
       22    0.000    0.000    0.000    0.000 util.py:16(lower)
       55    0.000    0.000    0.000    0.000 __init__.py:255(escape)
        3    0.000    0.000    0.000    0.000 typing.py:1047(_generic_class_getitem)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        4    0.000    0.000    0.000    0.000 parse.py:452(urlsplit)
       88    0.000    0.000    0.000    0.000 ipaddress.py:1213(_parse_octet)
      267    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 adapters.py:546(request_url)
        2    0.000    0.000    0.000    0.000 cookies.py:140(get_cookie_header)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
        1    0.000    0.000    0.000    0.000 css_parser.py:667(parse_pseudo_nth)
       10    0.000    0.000    0.000    0.000 _text.py:79(__hash__)
       23    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
        8    0.000    0.000    0.000    0.000 message.py:596(get_content_type)
       12    0.000    0.000    0.000    0.000 queue.py:122(put)
      508    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
       41    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
      503    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      195    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      296    0.000    0.000    0.000    0.000 {method '_checkClosed' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 calendar.py:58(Month)
        1    0.000    0.000    0.000    0.000 response.py:544(HTTPResponse)
       10    0.000    0.000    0.000    0.000 client.py:1292(putheader)
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
        3    0.000    0.000    0.000    0.000 typing.py:1548(__getitem__)
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
       40    0.000    0.000    0.000    0.000 _policybase.py:301(header_source_parse)
        2    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
       12    0.000    0.000    0.000    0.000 typing.py:1096(_generic_init_subclass)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
       13    0.000    0.000    0.000    0.000 queue.py:154(get)
        7    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
        1    0.000    0.000    0.000    0.000 cp1252.py:1(<module>)
        6    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        2    0.000    0.000    0.000    0.000 models.py:658(__init__)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 readers.py:17(__init__)
       12    0.000    0.000    0.000    0.000 message.py:529(get_all)
       52    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
       24    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
       62    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
       53    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
      213    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      500    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        1    0.000    0.000    0.000    0.000 sessions.py:282(rebuild_auth)
        4    0.000    0.000    0.000    0.000 utils.py:838(select_proxy)
        2    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 connectionpool.py:1044(_new_conn)
       20    0.000    0.000    0.000    0.000 parse.py:164(hostname)
      298    0.000    0.000    0.000    0.000 socket.py:732(readable)
      254    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        3    0.000    0.000    0.000    0.000 structures.py:76(copy)
       13    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
        5    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        2    0.000    0.000    0.000    0.000 feedparser.py:182(close)
      210    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        2    0.000    0.000    0.000    0.000 client.py:261(__init__)
        5    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        4    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
       90    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       26    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing.py:1519(__getitem__)
        1    0.000    0.000    0.000    0.000 functools.py:774(_find_impl)
       54    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
       12    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
        1    0.000    0.000    0.000    0.000 tempfile.py:271(_RandomNameSequence)
       26    0.000    0.000    0.000    0.000 typing.py:317(_deduplicate)
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
      257    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       40    0.000    0.000    0.000    0.000 _collections.py:300(add)
      227    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
       55    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       44    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
        3    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
       48    0.000    0.000    0.000    0.000 feedparser.py:127(__next__)
      329    0.000    0.000    0.000    0.000 _compiler.py:428(_get_iscased)
        1    0.000    0.000    0.000    0.000 errors.py:45(NoBoundaryInMultipartDefect)
        2    0.000    0.000    0.000    0.000 url.py:349(_encode_target)
        6    0.000    0.000    0.000    0.000 response.py:741(_error_catcher)
      128    0.000    0.000    0.000    0.000 typing.py:1565(__eq__)
       52    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        2    0.000    0.000    0.000    0.000 message.py:483(items)
        1    0.000    0.000    0.000    0.000 pathlib.py:731(parent)
        1    0.000    0.000    0.000    0.000 functools.py:732(_compose_mro)
       26    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
       26    0.000    0.000    0.000    0.000 typing.py:1178(__getattr__)
       73    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
      188    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
      462    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
        6    0.000    0.000    0.000    0.000 message.py:620(get_content_maintype)
        2    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
       25    0.000    0.000    0.000    0.000 <frozen _collections_abc>:892(__iter__)
        1    0.000    0.000    0.000    0.000 calendar.py:75(Day)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
        4    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
        5    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
        1    0.000    0.000    0.000    0.000 typing.py:1533(__getitem_inner__)
       14    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
      108    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
      172    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        3    0.000    0.000    0.000    0.000 element.py:2155(__init__)
        2    0.000    0.000    0.000    0.000 adapters.py:202(__init__)
      160    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       48    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        4    0.000    0.000    0.000    0.000 response.py:641(release_conn)
        7    0.000    0.000    0.000    0.000 typing.py:1841(__init__)
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
        2    0.000    0.000    0.000    0.000 models.py:85(path_url)
        9    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        2    0.000    0.000    0.000    0.000 socket.py:304(makefile)
        2    0.000    0.000    0.000    0.000 response.py:316(__init__)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
      596    0.000    0.000    0.000    0.000 ssl.py:1083(_checkClosed)
       12    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        5    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
      300    0.000    0.000    0.000    0.000 {method '__exit__' of 'memoryview' objects}
      187    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        7    0.000    0.000    0.000    0.000 utils.py:345(to_key_val_list)
      105    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.000    0.000 __init__.py:484(reset)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
       65    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
        7    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       12    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
        1    0.000    0.000    0.000    0.000 connection.py:15(is_connection_dropped)
      131    0.000    0.000    0.000    0.000 typing.py:1252(__eq__)
        2    0.000    0.000    0.000    0.000 connectionpool.py:294(_put_conn)
       54    0.000    0.000    0.000    0.000 enum.py:785(__delattr__)
       11    0.000    0.000    0.000    0.000 element.py:273(get_text)
        2    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
      407    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
       10    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
       19    0.000    0.000    0.000    0.000 typing.py:2476(overload)
        1    0.000    0.000    0.000    0.000 connection.py:296(is_connected)
       10    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
        2    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        1    0.000    0.000    0.000    0.000 models.py:382(copy)
       33    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        1    0.000    0.000    0.000    0.000 typing.py:1515(copy_with)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
      270    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        1    0.000    0.000    0.000    0.000 sessions.py:454(__exit__)
        1    0.000    0.000    0.000    0.000 models.py:483(prepare_headers)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    0.000    0.000 connection.py:566(__init__)
        1    0.000    0.000    0.000    0.000 wait.py:113(wait_for_read)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        3    0.000    0.000    0.000    0.000 client.py:430(close)
    44/25    0.000    0.000    0.000    0.000 typing.py:1573(__hash__)
        2    0.000    0.000    0.000    0.000 adapters.py:396(build_connection_pool_key_attributes)
        1    0.000    0.000    0.000    0.000 parser.py:256(parse_html_declaration)
       22    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
        3    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 utils.py:900(default_headers)
        5    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1356(add_cookie_header)
        1    0.000    0.000    0.000    0.000 wait.py:95(wait_for_socket)
        1    0.000    0.000    0.000    0.000 sessions.py:794(close)
       98    0.000    0.000    0.000    0.000 dammit.py:134(<genexpr>)
      120    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
      212    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
       48    0.000    0.000    0.000    0.000 feedparser.py:77(readline)
        4    0.000    0.000    0.000    0.000 typing.py:1194(__instancecheck__)
      311    0.000    0.000    0.000    0.000 css_parser.py:302(get_name)
        1    0.000    0.000    0.000    0.000 dammit.py:522(UnicodeDammit)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
      154    0.000    0.000    0.000    0.000 enum.py:1292(value)
        6    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
        1    0.000    0.000    0.000    0.000 dammit.py:407(encodings)
       24    0.000    0.000    0.000    0.000 <frozen os>:762(encode)
        3    0.000    0.000    0.000    0.000 utils.py:774(get_proxy)
        2    0.000    0.000    0.000    0.000 utils.py:660(requote_uri)
