('Total Revenue', '261,802,000.00', '245,122,000.00', '211,915,000.00', '198,270,000.00', '168,088,000.00')
         728010 function calls (708504 primitive calls) in 2.335 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       24    0.000    0.000    0.001    0.000 typing.py:687(Union)
       22    0.000    0.000    0.002    0.000 enum.py:528(__new__)
       22    0.000    0.000    0.000    0.000 util.py:16(lower)
       22    0.000    0.000    0.000    0.000 element.py:1417(_all_strings)
       22    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
    21/13    0.000    0.000    0.132    0.010 {built-in method builtins.__import__}
       21    0.000    0.000    0.000    0.000 ipaddress.py:1502(__init__)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
       21    0.000    0.000    0.000    0.000 typing.py:1458(copy_with)
       21    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
       20    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       20    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       20    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       20    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
       20    0.000    0.000    0.000    0.000 __init__.py:243(_releaseLock)
       20    0.000    0.000    0.001    0.000 typing.py:1449(__getitem__)
       20    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
       19    0.000    0.000    0.000    0.000 typing.py:2476(overload)
       18    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
       18    0.000    0.000    0.000    0.000 url.py:330(_idna_encode)
       17    0.002    0.000    0.002    0.000 {built-in method builtins.eval}
       17    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       17    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1014(is_package)
       17    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:997(exec_module)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:989(create_module)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:501(_requires_builtin_wrapper)
       17    0.001    0.000    0.003    0.000 __init__.py:355(namedtuple)
       17    0.001    0.000    0.459    0.027 __init__.py:1(<module>)
       16    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
       16    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       16    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
       16    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1685(path_hook_for_FileFinder)
       16    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1644(_fill_cache)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1567(__init__)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1456(_path_hooks)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       16    0.001    0.000    0.003    0.000 enum.py:1708(convert_class)
       16    0.000    0.000    0.036    0.002 css_parser.py:296(__init__)
       16    0.000    0.000    0.000    0.000 message.py:494(get)
       16    0.000    0.000    0.000    0.000 enum.py:1692(_simple_enum)
       15    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       15    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       15    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
       15    0.000    0.000    0.000    0.000 ssl.py:938(_sslcopydoc)
       15    0.000    0.000    0.000    0.000 timeout.py:130(_validate_timeout)
       15    0.000    0.000    0.000    0.000 enum.py:828(__members__)
       14    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
       14    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
       14    0.000    0.000    0.000    0.000 url.py:227(_encode_invalid_chars)
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
       14    0.000    0.000    0.000    0.000 element.py:387(_last_descendant)
       14    0.000    0.000    0.013    0.001 css_parser.py:1135(process_selectors)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
       14    0.000    0.000    0.000    0.000 __init__.py:208(_checkLevel)
       14    0.000    0.000    0.000    0.000 enum.py:1411(<lambda>)
       13    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       13    0.000    0.000    0.000    0.000 <frozen _collections_abc>:435(__subclasshook__)
       13    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
       13    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
       13    0.000    0.000    0.000    0.000 functools.py:65(wraps)
       12    0.000    0.000    0.001    0.000 {built-in method builtins.sorted}
       12    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
       12    0.000    0.000    0.000    0.000 connection.py:357(<genexpr>)
       12    0.000    0.000    0.000    0.000 _collections.py:257(__getitem__)
       12    0.000    0.000    0.000    0.000 typing.py:2786(<genexpr>)
       12    0.000    0.000    0.000    0.000 _parser.py:166(__delitem__)
       12    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
       11    0.000    0.000    0.000    0.000 {built-in method sys._getframemodulename}
       11    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
       11    0.000    0.000    0.000    0.000 typing.py:1096(_generic_init_subclass)
       11    0.000    0.000    0.000    0.000 element.py:273(get_text)
       10    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       10    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
       10    0.000    0.000    0.003    0.000 enum.py:919(_convert_)
       10    0.000    0.000    0.000    0.000 enum.py:1414(_missing_)
       10    0.000    0.000    0.000    0.000 _text.py:90(lower)
       10    0.000    0.000    0.000    0.000 _text.py:79(__hash__)
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
       10    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
       10    0.000    0.000    0.000    0.000 __future__.py:83(__init__)
      9/7    0.003    0.000    0.004    0.001 {built-in method _imp.create_dynamic}
        9    0.002    0.000    0.002    0.000 {built-in method _imp.exec_dynamic}
        9    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1295(exec_module)
      9/7    0.000    0.000    0.004    0.001 <frozen importlib._bootstrap_external>:1287(create_module)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1276(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        9    0.000    0.000    0.000    0.000 __init__.py:183(__new__)
        9    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
        9    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        9    0.000    0.000    0.000    0.000 typing.py:1971(<genexpr>)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        8    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        8    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        8    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
        8    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
        8    0.000    0.000    0.001    0.000 _htmlparser.py:182(handle_charref)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
        8    0.000    0.000    0.000    0.000 formatter.py:42(_default)
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        8    0.000    0.000    0.000    0.000 retry.py:242(<genexpr>)
        8    0.000    0.000    0.000    0.000 client.py:1064(_output)
        8    0.000    0.000    0.000    0.000 message.py:596(get_content_type)
        7    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        7    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        7    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        7    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
        7    0.000    0.000    0.000    0.000 cp1252.py:14(decode)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
        7    0.000    0.000    0.000    0.000 queue.py:248(_qsize)
        7    0.000    0.000    0.000    0.000 parse.py:108(_noop)
        7    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        7    0.000    0.000    0.000    0.000 typing.py:1061(<genexpr>)
        7    0.000    0.000    0.004    0.001 typing.py:2761(_make_nmtuple)
        7    0.000    0.000    0.000    0.000 threading.py:299(__enter__)
        7    0.000    0.000    0.000    0.000 threading.py:302(__exit__)
        6    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        6    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        6    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        6    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
        6    0.000    0.000    0.000    0.000 enum.py:986(_find_data_repr_)
        6    0.000    0.000    0.004    0.001 typing.py:2780(__new__)
        6    0.000    0.000    0.000    0.000 feedparser.py:216(_parsegen)
        6    0.000    0.000    0.000    0.000 client.py:1292(putheader)
        6    0.000    0.000    0.000    0.000 response.py:741(_error_catcher)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
        6    0.000    0.000    0.000    0.000 connection.py:355(putheader)
        6    0.000    0.000    0.000    0.000 connection.py:163(host)
        6    0.000    0.000    0.000    0.000 message.py:620(get_content_maintype)
        6    0.000    0.000    0.000    0.000 feedparser.py:176(_call_parse)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        6    0.000    0.000    0.000    0.000 client.py:453(isclosed)
        6    0.000    0.000    0.000    0.000 typing.py:1841(__init__)
        6    0.000    0.000    0.000    0.000 typing.py:487(__repr__)
        6    0.000    0.000    0.000    0.000 typing.py:2846(_namedtuple_mro_entries)
        6    0.000    0.000    0.000    0.000 typing.py:740(Optional)
        6    0.000    0.000    0.000    0.000 functools.py:845(_is_valid_dispatch_type)
        6    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        6    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
        6    0.000    0.000    0.001    0.000 typing.py:1822(__new__)
        6    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
        6    0.000    0.000    0.000    0.000 threading.py:394(notify)
        6    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
        6    0.000    0.000    0.000    0.000 threading.py:314(_is_owned)
        5    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        5    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {built-in method _socket.getdefaulttimeout}
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        5    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        5    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        5    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        5    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
        5    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
        5    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
        5    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        5    0.000    0.000    0.000    0.000 url.py:367(parse_url)
        5    0.000    0.000    0.000    0.000 timeout.py:126(resolve_default_timeout)
        5    0.000    0.000    0.000    0.000 url.py:100(__new__)
        5    0.000    0.000    0.000    0.000 timeout.py:227(connect_timeout)
        5    0.000    0.000    0.000    0.000 feedparser.py:121(pushlines)
        5    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        5    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
        5    0.000    0.000    0.000    0.000 typing.py:1070(<genexpr>)
        5    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
        5    0.000    0.000    0.000    0.000 typing.py:2310(get_origin)
        5    0.000    0.000    0.000    0.000 typing.py:944(__hash__)
        5    0.000    0.000    0.000    0.000 threading.py:124(RLock)
        5    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
        4    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        4    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        4    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x76b2ebc3c400}
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
        4    0.000    0.000    0.000    0.000 feedparser.py:100(push)
        4    0.000    0.000    0.000    0.000 typing.py:2285(_strip_annotations)
        4    0.000    0.000    0.000    0.000 typing.py:406(_eval_type)
        4    0.000    0.000    0.000    0.000 queue.py:154(get)
        4    0.000    0.000    0.000    0.000 formatter.py:151(__init__)
        4    0.000    0.000    0.000    0.000 dammit.py:391(_usable)
        4    0.000    0.000    0.000    0.000 _htmlparser.py:222(handle_entityref)
        4    0.000    0.000    0.000    0.000 connection.py:404(<genexpr>)
        4    0.000    0.000    0.000    0.000 connectionpool.py:346(_get_timeout)
        4    0.000    0.000    0.000    0.000 connection.py:292(is_closed)
        4    0.000    0.000    0.000    0.000 response.py:344(<genexpr>)
        4    0.000    0.000    0.000    0.000 message.py:211(is_multipart)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        4    0.000    0.000    0.000    0.000 timeout.py:188(clone)
        4    0.000    0.000    0.000    0.000 response.py:351(get_redirect_location)
        4    0.000    0.000    0.000    0.000 response.py:404(retries)
        4    0.000    0.000    0.000    0.000 feedparser.py:124(__iter__)
        4    0.000    0.000    0.001    0.000 feedparser.py:171(feed)
        4    0.000    0.000    0.000    0.000 message.py:150(__init__)
        4    0.000    0.000    0.000    0.000 parse.py:825(__getattr__)
        4    0.000    0.000    0.000    0.000 typing.py:1194(__instancecheck__)
        4    0.000    0.000    0.000    0.000 typing.py:1465(__subclasscheck__)
        4    0.000    0.000    0.000    0.000 __init__.py:892(_addHandlerRef)
        4    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:1517(debug)
        4    0.000    0.000    0.000    0.000 __init__.py:1323(append)
        4    0.000    0.000    0.000    0.000 enum.py:816(__iter__)
        4    0.000    0.000    0.000    0.000 functools.py:965(__init__)
        4    0.000    0.000    0.000    0.000 functools.py:970(__set_name__)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        3    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        3    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        3    0.000    0.000    0.000    0.000 {method 'gettimeout' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:966(clear)
        3    0.000    0.000    0.000    0.000 <frozen _collections_abc>:549(__subclasshook__)
        3    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        3    0.000    0.000    0.000    0.000 typing.py:1047(_generic_class_getitem)
        3    0.000    0.000    0.486    0.162 client.py:463(read)
        3    0.000    0.000    0.486    0.162 response.py:864(_raw_read)
        3    0.000    0.000    0.486    0.162 response.py:916(read)
        3    0.000    0.000    0.000    0.000 queue.py:122(put)
        3    0.000    0.000    0.000    0.000 response.py:450(_init_decoder)
        3    0.000    0.000    0.486    0.162 response.py:807(_fp_read)
        3    0.002    0.001    0.024    0.008 element.py:792(_find_all)
        3    0.000    0.000    0.000    0.000 element.py:2155(__init__)
        3    0.000    0.000    0.000    0.000 idna.py:155(encode)
        3    0.000    0.000    0.024    0.008 element.py:2013(find_all)
        3    0.000    0.000    0.000    0.000 element.py:27(_alias)
        3    0.000    0.000    0.000    0.000 element.py:2422(__init__)
        3    0.000    0.000    0.000    0.000 _request_methods.py:51(__init__)
        3    0.000    0.000    0.000    0.000 response.py:641(release_conn)
        3    0.000    0.000    0.000    0.000 queue.py:251(_put)
        3    0.000    0.000    0.000    0.000 queue.py:254(_get)
        3    0.000    0.000    0.000    0.000 ssl_.py:180(resolve_cert_reqs)
        3    0.000    0.000    0.000    0.000 typing.py:1557(<genexpr>)
        3    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:1776(getEffectiveLevel)
        3    0.000    0.000    0.000    0.000 __init__.py:1317(__init__)
        3    0.000    0.000    0.000    0.000 __init__.py:1369(disable)
        3    0.000    0.000    0.000    0.000 contextlib.py:299(helper)
        3    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
        3    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
        3    0.000    0.000    0.000    0.000 typing.py:2154(cast)
        3    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
        3    0.000    0.000    0.000    0.000 typing.py:966(_is_typevar_like)
        3    0.000    0.000    0.000    0.000 _parser.py:295(seek)
        3    0.000    0.000    0.000    0.000 threading.py:277(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:1166(__mro_entries__)
        3    0.000    0.000    0.000    0.000 weakref.py:495(popitem)
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        2    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'isalpha' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x76b2ebdff740}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        2    0.000    0.000    0.000    0.000 {built-in method select.poll}
        2    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
        2    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        2    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        2    0.000    0.000    0.000    0.000 {function HTTPResponse.flush at 0x76b2ebb72c00}
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        2    0.000    0.000    0.000    0.000 <frozen _collections_abc>:341(__subclasshook__)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:94(__new__)
        2    0.000    0.000    0.002    0.001 __init__.py:71(search_function)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        2    0.000    0.000    0.001    0.001 feedparser.py:182(close)
        2    0.000    0.000    0.000    0.000 typing.py:2186(get_type_hints)
        2    0.000    0.000    0.000    0.000 socket.py:304(makefile)
        2    0.000    0.000    0.000    0.000 client.py:396(_check_close)
        2    0.000    0.000    0.000    0.000 feedparser.py:469(_parse_headers)
        2    0.000    0.000    0.000    0.000 feedparser.py:137(__init__)
        2    0.000    0.000    0.000    0.000 feedparser.py:195(_new_message)
        2    0.000    0.000    0.859    0.429 client.py:291(_read_status)
        2    0.000    0.000    0.935    0.467 client.py:324(begin)
        2    0.000    0.000    0.000    0.000 client.py:1082(_send_output)
        2    0.000    0.000    0.000    0.000 client.py:1027(send)
        2    0.000    0.000    0.935    0.467 client.py:1384(getresponse)
        2    0.000    0.000    0.000    0.000 client.py:1136(putrequest)
        2    0.000    0.000    0.000    0.000 charset.py:206(__init__)
        2    0.000    0.000    0.009    0.005 utils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 parse.py:452(urlsplit)
        2    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        2    0.000    0.000    0.000    0.000 ssl.py:1200(sendall)
        2    0.000    0.000    0.000    0.000 request.py:191(body_to_chunks)
        2    0.000    0.000    0.000    0.000 _collections.py:335(extend)
        2    0.000    0.000    0.000    0.000 message.py:243(get_payload)
        2    0.000    0.000    0.000    0.000 timeout.py:245(read_timeout)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        2    0.000    0.000    0.000    0.000 connectionpool.py:294(_put_conn)
        2    0.000    0.000    0.003    0.001 _collections.py:1(<module>)
        2    0.000    0.000    0.000    0.000 connectionpool.py:256(_get_conn)
        2    0.000    0.000    1.938    0.969 connectionpool.py:377(_make_request)
        2    0.000    0.000    1.939    0.969 connectionpool.py:592(urlopen)
        2    0.000    0.000    0.000    0.000 response.py:316(__init__)
        2    0.000    0.000    0.000    0.000 response.py:469(_decode)
        2    0.000    0.000    0.486    0.243 response.py:577(__init__)
        2    0.000    0.000    0.000    0.000 response.py:685(_init_length)
        2    0.000    0.000    1.421    0.711 connection.py:485(getresponse)
        2    0.000    0.000    0.026    0.013 response.py:1(<module>)
        2    0.000    0.000    0.000    0.000 connection.py:369(request)
        2    0.000    0.000    0.030    0.015 connection.py:1(<module>)
        2    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
        2    0.000    0.000    0.005    0.003 abc.py:1(<module>)
      2/1    0.000    0.000    1.939    1.939 poolmanager.py:409(urlopen)
        2    0.000    0.000    0.017    0.009 parser.py:1(<module>)
        2    0.014    0.007    0.163    0.081 parser.py:134(goahead)
        2    0.000    0.000    0.000    0.000 __init__.py:197(reset)
        2    0.000    0.000    0.000    0.000 formatter.py:158(__init__)
        2    0.000    0.000    0.000    0.000 _functools.py:6(method_cache)
        2    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        2    0.000    0.000    0.000    0.000 poolmanager.py:374(_merge_pool_kwargs)
        2    0.000    0.000    0.001    0.000 _adapters.py:1(<module>)
        2    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        2    0.000    0.000    0.000    0.000 __init__.py:211(deprecated_argument)
        2    0.000    0.000    0.000    0.000 poolmanager.py:396(_proxy_requires_url_absolute_form)
        2    0.000    0.000    0.000    0.000 proxy.py:11(connection_requires_http_tunnel)
        2    0.000    0.000    0.000    0.000 response.py:245(__init__)
        2    0.000    0.000    0.000    0.000 response.py:1092(closed)
        2    0.000    0.000    0.000    0.000 poolmanager.py:330(connection_from_pool_key)
        2    0.000    0.000    0.000    0.000 _collections.py:93(__getitem__)
        2    0.000    0.000    0.000    0.000 connection.py:335(putrequest)
        2    0.000    0.000    0.000    0.000 _collections.py:240(__init__)
        2    0.000    0.000    0.000    0.000 poolmanager.py:276(connection_from_host)
        2    0.000    0.000    0.000    0.000 util.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:634(__init__)
        2    0.000    0.000    0.000    0.000 poolmanager.py:305(connection_from_context)
        2    0.000    0.000    0.000    0.000 retry.py:270(from_int)
        2    0.000    0.000    0.000    0.000 calendar.py:118(__init__)
        2    0.000    0.000    0.000    0.000 calendar.py:99(__init__)
        2    0.000    0.000    0.000    0.000 ssl.py:670(verify_mode)
        2    0.000    0.000    0.000    0.000 retry.py:379(_is_method_retryable)
        2    0.000    0.000    0.000    0.000 ssl.py:678(verify_mode)
        2    0.000    0.000    0.000    0.000 url.py:121(request_uri)
        2    0.000    0.000    0.000    0.000 connectionpool.py:1145(_normalize_host)
        2    0.000    0.000    0.000    0.000 timeout.py:202(start_connect)
        2    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
        2    0.000    0.000    0.000    0.000 response.py:499(_flush_decoder)
        2    0.000    0.000    0.000    0.000 retry.py:387(is_retry)
        2    0.000    0.000    0.000    0.000 url.py:349(_encode_target)
        2    0.000    0.000    0.000    0.000 connectionpool.py:337(_validate_conn)
        2    0.000    0.000    0.002    0.001 parser.py:56(parsestr)
        2    0.000    0.000    0.076    0.038 client.py:245(parse_headers)
        2    0.000    0.000    0.000    0.000 client.py:947(_wrap_ipv6)
        2    0.000    0.000    0.000    0.000 client.py:1263(_encode_request)
        2    0.000    0.000    0.000    0.000 client.py:425(_close_conn)
        2    0.000    0.000    0.000    0.000 parser.py:17(__init__)
        2    0.000    0.000    0.000    0.000 feedparser.py:69(close)
        2    0.000    0.000    0.516    0.258 connectionpool.py:1085(_validate_conn)
        2    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
        2    0.000    0.000    0.000    0.000 message.py:483(items)
        2    0.000    0.000    0.000    0.000 parse.py:374(urlparse)
        2    0.000    0.000    0.000    0.000 request.py:136(set_file_position)
        2    0.000    0.000    0.000    0.000 ssl.py:1173(send)
        2    0.000    0.000    0.000    0.000 socket.py:490(_decref_socketios)
        2    0.000    0.000    0.486    0.243 client.py:633(_safe_read)
        2    0.000    0.000    0.001    0.001 feedparser.py:208(_pop_message)
        2    0.000    0.000    0.000    0.000 __init__.py:262(_register_at_fork_reinit_lock)
        2    0.000    0.000    0.000    0.000 client.py:1267(_validate_method)
        2    0.000    0.000    0.000    0.000 client.py:1276(_validate_path)
        2    0.000    0.000    0.000    0.000 client.py:1320(endheaders)
        2    0.000    0.000    0.000    0.000 socket.py:496(_real_close)
        2    0.000    0.000    0.000    0.000 __init__.py:450(validate)
        2    0.000    0.000    0.000    0.000 __init__.py:1702(addHandler)
        2    0.000    0.000    0.000    0.000 socket.py:770(close)
        2    0.000    0.000    0.002    0.001 client.py:231(_parse_header_lines)
        2    0.000    0.000    0.000    0.000 __init__.py:958(createLock)
        2    0.000    0.000    0.000    0.000 __init__.py:592(__init__)
        2    0.000    0.000    0.000    0.000 message.py:331(set_payload)
        2    0.000    0.000    0.000    0.000 socket.py:500(close)
        2    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
        2    0.000    0.000    0.000    0.000 selectors.py:588(_can_use)
        2    0.000    0.000    0.000    0.000 client.py:430(close)
        2    0.000    0.000    0.000    0.000 client.py:442(flush)
        2    0.000    0.000    0.000    0.000 socket.py:681(__init__)
        2    0.000    0.000    0.000    0.000 retry.py:202(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:443(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:2301(createLock)
        2    0.000    0.000    0.000    0.000 parse.py:421(_checknetloc)
        2    0.000    0.000    0.074    0.037 client.py:213(_read_headers)
        2    0.000    0.000    0.002    0.001 parser.py:41(parse)
        2    0.000    0.000    0.000    0.000 warnings.py:166(simplefilter)
        2    0.000    0.000    0.000    0.000 client.py:261(__init__)
        2    0.000    0.000    0.000    0.000 enum.py:1677(global_enum)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        2    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        2    0.000    0.000    0.000    0.000 warnings.py:182(_add_filter)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        1    0.000    0.000    0.000    0.000 {built-in method today}
